Variable Name,Formula Name,Applicable Role,Applicable Network,Applicable System
DAE_IO,FML_DAE_WRAN_CORE_IO_RC112,DAE,WR_CN,RC112
DAE_CPU,FML_DAE_WRAN_LTE_CPU_RC112,DAE,WR_LR,RC112
DAE_MEM,FML_DAE_WRAN_LTE_MEM_RC112,DAE,WR_LR,RC112
DAE_IO,FML_DAE_WRAN_LTE_IO_RC112,DAE,WR_LR,RC112
DAE_CPU,FML_DAE_WRAN_LTE_CORE_CPU_RC112,DAE,WR_LR_CN,RC112
DAE_MEM,FML_DAE_WRAN_LTE_CORE_MEM_RC112,DAE,WR_LR_CN,RC112
DAE_IO,FML_DAE_WRAN_LTE_CORE_IO_RC112,DAE,WR_LR_CN,RC112
DAE_CPU,FML_DAE_CORE_CPU_RC112,DAE,CN,RC112
DAE_MEM,FML_DAE_CORE_MEM_RC112,DAE,CN,RC112
DAE_IO,FML_DAE_CORE_IO_RC112,DAE,CN,RC112
SWITCH_CPU,FML_SWITCH_LTE_CPU_RC112,SWITCH,LR,RC112
SWITCH_MEM,FML_SWITCH_LTE_MEM_RC112,SWITCH,LR,RC112
SWITCH_IO,FML_SWITCH_LTE_IO_RC112,SWITCH,LR,RC112
SWITCH_CPU,FML_SWITCH_LTE_CORE_CPU_RC112,SWITCH,LR_CN,RC112
SWITCH_MEM,FML_SWITCH_LTE_CORE_MEM_RC112,SWITCH,LR_CN,RC112
SWITCH_IO,FML_SWITCH_LTE_CORE_IO_RC112,SWITCH,LR_CN,RC112
SWITCH_CPU,FML_SWITCH_WRAN_CPU_RC112,SWITCH,WR,RC112
SWITCH_MEM,FML_SWITCH_WRAN_MEM_RC112,SWITCH,WR,RC112
SWITCH_IO,FML_SWITCH_WRAN_IO_RC112,SWITCH,WR,RC112
SWITCH_CPU,FML_SWITCH_WRAN_CORE_CPU_RC112,SWITCH,WR_CN,RC112
SWITCH_MEM,FML_SWITCH_WRAN_CORE_MEM_RC112,SWITCH,WR_CN,RC112
SWITCH_IO,FML_SWITCH_WRAN_CORE_IO_RC112,SWITCH,WR_CN,RC112
SWITCH_CPU,FML_SWITCH_WRAN_LTE_CPU_RC112,SWITCH,WR_LR,RC112
SWITCH_MEM,FML_SWITCH_WRAN_LTE_MEM_RC112,SWITCH,WR_LR,RC112
SWITCH_IO,FML_SWITCH_WRAN_LTE_IO_RC112,SWITCH,WR_LR,RC112
SWITCH_CPU,FML_SWITCH_WRAN_LTE_CORE_CPU_RC112,SWITCH,WR_LR_CN,RC112
SWITCH_MEM,FML_SWITCH_WRAN_LTE_CORE_MEM_RC112,SWITCH,WR_LR_CN,RC112
SWITCH_IO,FML_SWITCH_WRAN_LTE_CORE_IO_RC112,SWITCH,WR_LR_CN,RC112
SWITCH_CPU,FML_SWITCH_CORE_CPU_RC112,SWITCH,CN,RC112
SWITCH_MEM,FML_SWITCH_CORE_MEM_RC112,SWITCH,CN,RC112
SWITCH_IO,FML_SWITCH_CORE_IO_RC112,SWITCH,CN,RC112
EE_HARDWARE_SEL,FML_EE_SUBSCRIBERS_EE112,EE,LR,EE112
EE_HARDWARE_SEL,FML_EE_SUBSCRIBERS_EE112,EE,WR,EE112
EE_HARDWARE_SEL,FML_EE_SUBSCRIBERS_EE112,EE,CN,EE112
WAS_CPU,FML_WAS_LTE_CPU_RC112,WAS,LR,ES112
WAS_MEM,FML_WAS_LTE_MEM_RC112,WAS,LR,ES112
WAS_IO,FML_WAS_LTE_IO_RC112,WAS,LR,ES112
WAS_CPU,FML_WAS_LTE_CORE_CPU_RC112,WAS,LR_CN,ES112
WAS_MEM,FML_WAS_LTE_CORE_MEM_RC112,WAS,LR_CN,ES112
WAS_IO,FML_WAS_LTE_CORE_IO_RC112,WAS,LR_CN,ES112
WAS_CPU,FML_WAS_WRAN_CPU_RC112,WAS,WR,ES112
WAS_MEM,FML_WAS_WRAN_MEM_RC112,WAS,WR,ES112
WAS_IO,FML_WAS_WRAN_IO_RC112,WAS,WR,ES112
WAS_CPU,FML_WAS_GRAN_CPU_RC112,WAS,GR,ES112
WAS_MEM,FML_WAS_GRAN_MEM_RC112,WAS,GR,ES112
WAS_IO,FML_WAS_GRAN_IO_RC112,WAS,GR,ES112
WAS_CPU,FML_WAS_WRAN_CORE_CPU_RC112,WAS,WR_CN,ES112
WAS_MEM,FML_WAS_WRAN_CORE_MEM_RC112,WAS,WR_CN,ES112
WAS_IO,FML_WAS_WRAN_CORE_IO_RC112,WAS,WR_CN,ES112
WAS_CPU,FML_WAS_WRAN_LTE_CPU_RC112,WAS,WR_LR,ES112
WAS_MEM,FML_WAS_WRAN_LTE_MEM_RC112,WAS,WR_LR,ES112
WAS_IO,FML_WAS_WRAN_LTE_IO_RC112,WAS,WR_LR,ES112
WAS_CPU,FML_WAS_WRAN_LTE_CORE_CPU_RC112,WAS,WR_LR_CN,ES112
WAS_MEM,FML_WAS_WRAN_LTE_CORE_MEM_RC112,WAS,WR_LR_CN,ES112
WAS_IO,FML_WAS_WRAN_LTE_CORE_IO_RC112,WAS,WR_LR_CN,ES112
WAS_CPU,FML_WAS_CORE_CPU_RC112,WAS,CN,ES112
WAS_MEM,FML_WAS_CORE_MEM_RC112,WAS,CN,ES112
WAS_IO,FML_WAS_CORE_IO_RC112,WAS,CN,ES112
BIS_CPU,FML_BIS_LTE_CPU_RC112,BIS,LR,ES112
BIS_MEM,FML_BIS_LTE_MEM_RC112,BIS,LR,ES112
BIS_IO,FML_BIS_LTE_IO_RC112,BIS,LR,ES112
BIS_CPU,FML_BIS_LTE_CORE_CPU_RC112,BIS,LR_CN,ES112
BIS_MEM,FML_BIS_LTE_CORE_MEM_RC112,BIS,LR_CN,ES112
BIS_IO,FML_BIS_LTE_CORE_IO_RC112,BIS,LR_CN,ES112
BIS_CPU,FML_BIS_WRAN_CPU_RC112,BIS,WR,ES112
BIS_MEM,FML_BIS_WRAN_MEM_RC112,BIS,WR,ES112
BIS_IO,FML_BIS_WRAN_IO_RC112,BIS,WR,ES112
BIS_CPU,FML_BIS_GRAN_CPU_RC112,BIS,GR,ES112
BIS_MEM,FML_BIS_GRAN_MEM_RC112,BIS,GR,ES112
BIS_IO,FML_BIS_GRAN_IO_RC112,BIS,GR,ES112
BIS_CPU,FML_BIS_WRAN_CORE_CPU_RC112,BIS,WR_CN,ES112
BIS_MEM,FML_BIS_WRAN_CORE_MEM_RC112,BIS,WR_CN,ES112
BIS_IO,FML_BIS_WRAN_CORE_IO_RC112,BIS,WR_CN,ES112
BIS_CPU,FML_BIS_WRAN_LTE_CPU_RC112,BIS,WR_LR,ES112
BIS_MEM,FML_BIS_WRAN_LTE_MEM_RC112,BIS,WR_LR,ES112
BIS_IO,FML_BIS_WRAN_LTE_IO_RC112,BIS,WR_LR,ES112
BIS_CPU,FML_BIS_WRAN_LTE_CORE_CPU_RC112,BIS,WR_LR_CN,ES112
BIS_MEM,FML_BIS_WRAN_LTE_CORE_MEM_RC112,BIS,WR_LR_CN,ES112
BIS_IO,FML_BIS_WRAN_LTE_CORE_IO_RC112,BIS,WR_LR_CN,ES112
BIS_CPU,FML_BIS_CORE_CPU_RC112,BIS,CN,ES112
BIS_MEM,FML_BIS_CORE_MEM_RC112,BIS,CN,ES112
BIS_IO,FML_BIS_CORE_IO_RC112,BIS,CN,ES112
MWS_CPU,FML_MWS_LTE_CPU_RC112,MWS,LR,ES112
MWS_MEM,FML_MWS_LTE_MEM_RC112,MWS,LR,ES112
MWS_IO,FML_MWS_LTE_IO_RC112,MWS,LR,ES112
MWS_CPU,FML_MWS_LTE_CORE_CPU_RC112,MWS,LR_CN,ES112
MWS_MEM,FML_MWS_LTE_CORE_MEM_RC112,MWS,LR_CN,ES112
MWS_IO,FML_MWS_LTE_CORE_IO_RC112,MWS,LR_CN,ES112
MWS_CPU,FML_MWS_WRAN_CPU_RC112,MWS,WR,ES112
MWS_MEM,FML_MWS_WRAN_MEM_RC112,MWS,WR,ES112
MWS_IO,FML_MWS_WRAN_IO_RC112,MWS,WR,ES112
MWS_CPU,FML_MWS_GRAN_CPU_RC112,MWS,GR,ES112
MWS_MEM,FML_MWS_GRAN_MEM_RC112,MWS,GR,ES112
MWS_IO,FML_MWS_GRAN_IO_RC112,MWS,GR,ES112
MWS_CPU,FML_MWS_WRAN_CORE_CPU_RC112,MWS,WR_CN,ES112
MWS_MEM,FML_MWS_WRAN_CORE_MEM_RC112,MWS,WR_CN,ES112
MWS_IO,FML_MWS_WRAN_CORE_IO_RC112,MWS,WR_CN,ES112
MWS_CPU,FML_MWS_WRAN_LTE_CPU_RC112,MWS,WR_LR,ES112
MWS_MEM,FML_MWS_WRAN_LTE_MEM_RC112,MWS,WR_LR,ES112
MWS_IO,FML_MWS_WRAN_LTE_IO_RC112,MWS,WR_LR,ES112
MWS_CPU,FML_MWS_WRAN_LTE_CORE_CPU_RC112,MWS,WR_LR_CN,ES112
MWS_MEM,FML_MWS_WRAN_LTE_CORE_MEM_RC112,MWS,WR_LR_CN,ES112
MWS_IO,FML_MWS_WRAN_LTE_CORE_IO_RC112,MWS,WR_LR_CN,ES112
MWS_CPU,FML_MWS_CORE_CPU_RC112,MWS,CN,ES112
MWS_MEM,FML_MWS_CORE_MEM_RC112,MWS,CN,ES112
MWS_IO,FML_MWS_CORE_IO_RC112,MWS,CN,ES112
OMBS_CPU,FML_OMBS_LTE_CPU_RC112,OMBS,LR,ES112
OMBS_MEM,FML_OMBS_LTE_MEM_RC112,OMBS,LR,ES112
OMBS_IO,FML_OMBS_LTE_IO_RC112,OMBS,LR,ES112
OMBS_CPU,FML_OMBS_LTE_CORE_CPU_RC112,OMBS,LR_CN,ES112
OMBS_MEM,FML_OMBS_LTE_CORE_MEM_RC112,OMBS,LR_CN,ES112
OMBS_IO,FML_OMBS_LTE_CORE_IO_RC112,OMBS,LR_CN,ES112
OMBS_CPU,FML_OMBS_WRAN_CPU_RC112,OMBS,WR,ES112
OMBS_MEM,FML_OMBS_WRAN_MEM_RC112,OMBS,WR,ES112
OMBS_IO,FML_OMBS_WRAN_IO_RC112,OMBS,WR,ES112
OMBS_CPU,FML_OMBS_GRAN_CPU_RC112,OMBS,GR,ES112
OMBS_MEM,FML_OMBS_GRAN_MEM_RC112,OMBS,GR,ES112
OMBS_IO,FML_OMBS_GRAN_IO_RC112,OMBS,GR,ES112
OMBS_CPU,FML_OMBS_WRAN_CORE_CPU_RC112,OMBS,WR_CN,ES112
OMBS_MEM,FML_OMBS_WRAN_CORE_MEM_RC112,OMBS,WR_CN,ES112
OMBS_IO,FML_OMBS_WRAN_CORE_IO_RC112,OMBS,WR_CN,ES112
OMBS_CPU,FML_OMBS_WRAN_LTE_CPU_RC112,OMBS,WR_LR,ES112
OMBS_MEM,FML_OMBS_WRAN_LTE_MEM_RC112,OMBS,WR_LR,ES112
OMBS_IO,FML_OMBS_WRAN_LTE_IO_RC112,OMBS,WR_LR,ES112
OMBS_CPU,FML_OMBS_WRAN_LTE_CORE_CPU_RC112,OMBS,WR_LR_CN,ES112
OMBS_MEM,FML_OMBS_WRAN_LTE_CORE_MEM_RC112,OMBS,WR_LR_CN,ES112
OMBS_IO,FML_OMBS_WRAN_LTE_CORE_IO_RC112,OMBS,WR_LR_CN,ES112
OMBS_CPU,FML_OMBS_CORE_CPU_RC112,OMBS,CN,ES112
OMBS_MEM,FML_OMBS_CORE_MEM_RC112,OMBS,CN,ES112
OMBS_IO,FML_OMBS_CORE_IO_RC112,OMBS,CN,ES112
NAS_CPU,FML_NAS_LTE_CPU_RC112,NAS,LR,ES112
NAS_MEM,FML_NAS_LTE_MEM_RC112,NAS,LR,ES112
NAS_IO,FML_NAS_LTE_IO_RC112,NAS,LR,ES112
NAS_CPU,FML_NAS_LTE_CORE_CPU_RC112,NAS,LR_CN,ES112
NAS_MEM,FML_NAS_LTE_CORE_MEM_RC112,NAS,LR_CN,ES112
NAS_IO,FML_NAS_LTE_CORE_IO_RC112,NAS,LR_CN,ES112
NAS_CPU,FML_NAS_WRAN_CPU_RC112,NAS,WR,ES112
NAS_MEM,FML_NAS_WRAN_MEM_RC112,NAS,WR,ES112
NAS_IO,FML_NAS_WRAN_IO_RC112,NAS,WR,ES112
NAS_CPU,FML_NAS_GRAN_CPU_RC112,NAS,GR,ES112
NAS_MEM,FML_NAS_GRAN_MEM_RC112,NAS,GR,ES112
NAS_IO,FML_NAS_GRAN_IO_RC112,NAS,GR,ES112
NAS_CPU,FML_NAS_WRAN_CORE_CPU_RC112,NAS,WR_CN,ES112
NAS_MEM,FML_NAS_WRAN_CORE_MEM_RC112,NAS,WR_CN,ES112
NAS_IO,FML_NAS_WRAN_CORE_IO_RC112,NAS,WR_CN,ES112
NAS_CPU,FML_NAS_WRAN_LTE_CPU_RC112,NAS,WR_LR,ES112
NAS_MEM,FML_NAS_WRAN_LTE_MEM_RC112,NAS,WR_LR,ES112
NAS_IO,FML_NAS_WRAN_LTE_IO_RC112,NAS,WR_LR,ES112
NAS_CPU,FML_NAS_WRAN_LTE_CORE_CPU_RC112,NAS,WR_LR_CN,ES112
NAS_MEM,FML_NAS_WRAN_LTE_CORE_MEM_RC112,NAS,WR_LR_CN,ES112
NAS_IO,FML_NAS_WRAN_LTE_CORE_IO_RC112,NAS,WR_LR_CN,ES112
NAS_CPU,FML_NAS_CORE_CPU_RC112,NAS,CN,ES112
NAS_MEM,FML_NAS_CORE_MEM_RC112,NAS,CN,ES112
NAS_IO,FML_NAS_CORE_IO_RC112,NAS,CN,ES112
STORAGE_CPU,FML_STORAGE_LTE_CPU_RC112,STORAGE,LR,ES112
STORAGE_MEM,FML_STORAGE_LTE_MEM_RC112,STORAGE,LR,ES112
STORAGE_IO,FML_STORAGE_LTE_IO_RC112,STORAGE,LR,ES112
STORAGE_CPU,FML_STORAGE_LTE_CORE_CPU_RC112,STORAGE,LR_CN,ES112
STORAGE_MEM,FML_STORAGE_LTE_CORE_MEM_RC112,STORAGE,LR_CN,ES112
STORAGE_IO,FML_STORAGE_LTE_CORE_IO_RC112,STORAGE,LR_CN,ES112
STORAGE_CPU,FML_STORAGE_WRAN_CPU_RC112,STORAGE,WR,ES112
STORAGE_MEM,FML_STORAGE_WRAN_MEM_RC112,STORAGE,WR,ES112
STORAGE_IO,FML_STORAGE_WRAN_IO_RC112,STORAGE,WR,ES112
STORAGE_CPU,FML_STORAGE_GRAN_CPU_RC112,STORAGE,GR,ES112
STORAGE_MEM,FML_STORAGE_GRAN_MEM_RC112,STORAGE,GR,ES112
STORAGE_IO,FML_STORAGE_GRAN_IO_RC112,STORAGE,GR,ES112
STORAGE_CPU,FML_STORAGE_WRAN_CORE_CPU_RC112,STORAGE,WR_CN,ES112
STORAGE_MEM,FML_STORAGE_WRAN_CORE_MEM_RC112,STORAGE,WR_CN,ES112
STORAGE_IO,FML_STORAGE_WRAN_CORE_IO_RC112,STORAGE,WR_CN,ES112
STORAGE_CPU,FML_STORAGE_WRAN_LTE_CPU_RC112,STORAGE,WR_LR,ES112
STORAGE_MEM,FML_STORAGE_WRAN_LTE_MEM_RC112,STORAGE,WR_LR,ES112
STORAGE_IO,FML_STORAGE_WRAN_LTE_IO_RC112,STORAGE,WR_LR,ES112
STORAGE_CPU,FML_STORAGE_WRAN_LTE_CORE_CPU_RC112,STORAGE,WR_LR_CN,ES112
STORAGE_MEM,FML_STORAGE_WRAN_LTE_CORE_MEM_RC112,STORAGE,WR_LR_CN,ES112
STORAGE_IO,FML_STORAGE_WRAN_LTE_CORE_IO_RC112,STORAGE,WR_LR_CN,ES112
STORAGE_CPU,FML_STORAGE_CORE_CPU_RC112,STORAGE,CN,ES112
STORAGE_MEM,FML_STORAGE_CORE_MEM_RC112,STORAGE,CN,ES112
STORAGE_IO,FML_STORAGE_CORE_IO_RC112,STORAGE,CN,ES112
DAE_CPU,FML_DAE_LTE_CPU_RC112,DAE,LR,ES112
DAE_MEM,FML_DAE_LTE_MEM_RC112,DAE,LR,ES112
DAE_IO,FML_DAE_LTE_IO_RC112,DAE,LR,ES112
DAE_CPU,FML_DAE_LTE_CORE_CPU_RC112,DAE,LR_CN,ES112
DAE_MEM,FML_DAE_LTE_CORE_MEM_RC112,DAE,LR_CN,ES112
DAE_IO,FML_DAE_LTE_CORE_IO_RC112,DAE,LR_CN,ES112
DAE_CPU,FML_DAE_WRAN_CPU_RC112,DAE,WR,ES112
DAE_MEM,FML_DAE_WRAN_MEM_RC112,DAE,WR,ES112
DAE_IO,FML_DAE_WRAN_IO_RC112,DAE,WR,ES112
DAE_CPU,FML_DAE_GRAN_CPU_RC112,DAE,GR,ES112
DAE_MEM,FML_DAE_GRAN_MEM_RC112,DAE,GR,ES112
DAE_IO,FML_DAE_GRAN_IO_RC112,DAE,GR,ES112
DAE_CPU,FML_DAE_WRAN_CORE_CPU_RC112,DAE,WR_CN,ES112
DAE_MEM,FML_DAE_WRAN_CORE_MEM_RC112,DAE,WR_CN,ES112
DAE_IO,FML_DAE_WRAN_CORE_IO_RC112,DAE,WR_CN,ES112
DAE_CPU,FML_DAE_WRAN_LTE_CPU_RC112,DAE,WR_LR,ES112
DAE_MEM,FML_DAE_WRAN_LTE_MEM_RC112,DAE,WR_LR,ES112
DAE_IO,FML_DAE_WRAN_LTE_IO_RC112,DAE,WR_LR,ES112
DAE_CPU,FML_DAE_WRAN_LTE_CORE_CPU_RC112,DAE,WR_LR_CN,ES112
DAE_MEM,FML_DAE_WRAN_LTE_CORE_MEM_RC112,DAE,WR_LR_CN,ES112
DAE_IO,FML_DAE_WRAN_LTE_CORE_IO_RC112,DAE,WR_LR_CN,ES112
DAE_CPU,FML_DAE_CORE_CPU_RC112,DAE,CN,ES112
DAE_MEM,FML_DAE_CORE_MEM_RC112,DAE,CN,ES112
DAE_IO,FML_DAE_CORE_IO_RC112,DAE,CN,ES112
SWITCH_CPU,FML_SWITCH_LTE_CPU_RC112,SWITCH,LR,ES112
SWITCH_MEM,FML_SWITCH_LTE_MEM_RC112,SWITCH,LR,ES112
SWITCH_IO,FML_SWITCH_LTE_IO_RC112,SWITCH,LR,ES112
SWITCH_CPU,FML_SWITCH_LTE_CORE_CPU_RC112,SWITCH,LR_CN,ES112
SWITCH_MEM,FML_SWITCH_LTE_CORE_MEM_RC112,SWITCH,LR_CN,ES112
SWITCH_IO,FML_SWITCH_LTE_CORE_IO_RC112,SWITCH,LR_CN,ES112
SWITCH_CPU,FML_SWITCH_WRAN_CPU_RC112,SWITCH,WR,ES112
SWITCH_MEM,FML_SWITCH_WRAN_MEM_RC112,SWITCH,WR,ES112
SWITCH_IO,FML_SWITCH_WRAN_IO_RC112,SWITCH,WR,ES112
SWITCH_CPU,FML_SWITCH_GRAN_CPU_RC112,SWITCH,GR,ES112
SWITCH_MEM,FML_SWITCH_GRAN_MEM_RC112,SWITCH,GR,ES112
SWITCH_IO,FML_SWITCH_GRAN_IO_RC112,SWITCH,GR,ES112
SWITCH_CPU,FML_SWITCH_WRAN_CORE_CPU_RC112,SWITCH,WR_CN,ES112
SWITCH_MEM,FML_SWITCH_WRAN_CORE_MEM_RC112,SWITCH,WR_CN,ES112
SWITCH_IO,FML_SWITCH_WRAN_CORE_IO_RC112,SWITCH,WR_CN,ES112
SWITCH_CPU,FML_SWITCH_WRAN_LTE_CPU_RC112,SWITCH,WR_LR,ES112
SWITCH_MEM,FML_SWITCH_WRAN_LTE_MEM_RC112,SWITCH,WR_LR,ES112
SWITCH_IO,FML_SWITCH_WRAN_LTE_IO_RC112,SWITCH,WR_LR,ES112
SWITCH_CPU,FML_SWITCH_WRAN_LTE_CORE_CPU_RC112,SWITCH,WR_LR_CN,ES112
SWITCH_MEM,FML_SWITCH_WRAN_LTE_CORE_MEM_RC112,SWITCH,WR_LR_CN,ES112
SWITCH_IO,FML_SWITCH_WRAN_LTE_CORE_IO_RC112,SWITCH,WR_LR_CN,ES112
SWITCH_CPU,FML_SWITCH_CORE_CPU_RC112,SWITCH,CN,ES112
SWITCH_MEM,FML_SWITCH_CORE_MEM_RC112,SWITCH,CN,ES112
SWITCH_IO,FML_SWITCH_CORE_IO_RC112,SWITCH,CN,ES112
ADMIN_CPU,FML_ADMIN_LTE_CPU_RC112,ADMIN,LR,RC112_ES112
ADMIN_MEM,FML_ADMIN_LTE_MEM_RC112,ADMIN,LR,RC112_ES112
ADMIN_IO,FML_ADMIN_LTE_IO_RC112,ADMIN,LR,RC112_ES112
ADMIN_CPU,FML_ADMIN_LTE_CORE_CPU_RC112,ADMIN,LR_CN,RC112_ES112
ADMIN_MEM,FML_ADMIN_LTE_CORE_MEM_RC112,ADMIN,LR_CN,RC112_ES112
ADMIN_IO,FML_ADMIN_LTE_CORE_IO_RC112,ADMIN,LR_CN,RC112_ES112
ADMIN_CPU,FML_ADMIN_WRAN_CPU_RC112,ADMIN,WR,RC112_ES112
ADMIN_MEM,FML_ADMIN_WRAN_MEM_RC112,ADMIN,WR,RC112_ES112
ADMIN_IO,FML_ADMIN_WRAN_IO_RC112,ADMIN,WR,RC112_ES112
ADMIN_CPU,FML_ADMIN_WRAN_CORE_CPU_RC112,ADMIN,WR_CN,RC112_ES112
ADMIN_MEM,FML_ADMIN_WRAN_CORE_MEM_RC112,ADMIN,WR_CN,RC112_ES112
ADMIN_IO,FML_ADMIN_WRAN_CORE_IO_RC112,ADMIN,WR_CN,RC112_ES112
ADMIN_CPU,FML_ADMIN_WRAN_LTE_CPU_RC112,ADMIN,WR_LR,RC112_ES112
ADMIN_MEM,FML_ADMIN_WRAN_LTE_MEM_RC112,ADMIN,WR_LR,RC112_ES112
ADMIN_IO,FML_ADMIN_WRAN_LTE_IO_RC112,ADMIN,WR_LR,RC112_ES112
ADMIN_CPU,FML_ADMIN_WRAN_LTE_CORE_CPU_RC112,ADMIN,WR_LR_CN,RC112_ES112
ADMIN_MEM,FML_ADMIN_WRAN_LTE_CORE_MEM_RC112,ADMIN,WR_LR_CN,RC112_ES112
ADMIN_IO,FML_ADMIN_WRAN_LTE_CORE_IO_RC112,ADMIN,WR_LR_CN,RC112_ES112
ADMIN_CPU,FML_ADMIN_CORE_CPU_RC112,ADMIN,CN,RC112_ES112
ADMIN_MEM,FML_ADMIN_CORE_MEM_RC112,ADMIN,CN,RC112_ES112
ADMIN_IO,FML_ADMIN_CORE_IO_RC112,ADMIN,CN,RC112_ES112
UAS_CPU,FML_UAS_USER,UAS,LR,RC112_ES112
UAS_CPU,FML_UAS_USER,UAS,LR_CN,RC112_ES112
UAS_CPU,FML_UAS_USER,UAS,WR,RC112_ES112
UAS_CPU,FML_UAS_USER,UAS,WR_CN,RC112_ES112
UAS_CPU,FML_UAS_USER,UAS,WR_LR,RC112_ES112
UAS_CPU,FML_UAS_USER,UAS,WR_LR_CN,RC112_ES112
UAS_CPU,FML_UAS_USER,UAS,CN,RC112_ES112
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,LR,RC112_ES112
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,LR,RC112_ES112
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,LR,RC112_ES112
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,LR,RC112_ES112
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,LR,RC112_ES112
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,LR,RC112_ES112
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,LR_CN,RC112_ES112
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,LR_CN,RC112_ES112
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,LR_CN,RC112_ES112
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,LR_CN,RC112_ES112
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,LR_CN,RC112_ES112
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,LR_CN,RC112_ES112
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,WR,RC112_ES112
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,WR,RC112_ES112
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,WR,RC112_ES112
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,WR,RC112_ES112
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,WR,RC112_ES112
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,WR,RC112_ES112
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,WR_CN,RC112_ES112
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,WR_CN,RC112_ES112
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,WR_CN,RC112_ES112
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,WR_CN,RC112_ES112
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,WR_CN,RC112_ES112
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,WR_CN,RC112_ES112
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,WR_LR,RC112_ES112
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,WR_LR,RC112_ES112
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,WR_LR,RC112_ES112
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,WR_LR,RC112_ES112
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,WR_LR,RC112_ES112
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,WR_LR,RC112_ES112
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,WR_LR_CN,RC112_ES112
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,WR_LR_CN,RC112_ES112
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,WR_LR_CN,RC112_ES112
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,WR_LR_CN,RC112_ES112
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,WR_LR_CN,RC112_ES112
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,WR_LR_CN,RC112_ES112
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,CN,RC112_ES112
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,CN,RC112_ES112
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,CN,RC112_ES112
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,CN,RC112_ES112
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,CN,RC112_ES112
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,CN,RC112_ES112
BIS_CPU,FML_BIS_LTE_CPU_RC112,BIS,LR,RC112_ES112
BIS_MEM,FML_BIS_LTE_MEM_RC112,BIS,LR,RC112_ES112
BIS_IO,FML_BIS_LTE_IO_RC112,BIS,LR,RC112_ES112
BIS_CPU,FML_BIS_LTE_CORE_CPU_RC112,BIS,LR_CN,RC112_ES112
BIS_MEM,FML_BIS_LTE_CORE_MEM_RC112,BIS,LR_CN,RC112_ES112
BIS_IO,FML_BIS_LTE_CORE_IO_RC112,BIS,LR_CN,RC112_ES112
BIS_CPU,FML_BIS_WRAN_CPU_RC112,BIS,WR,RC112_ES112
BIS_MEM,FML_BIS_WRAN_MEM_RC112,BIS,WR,RC112_ES112
BIS_IO,FML_BIS_WRAN_IO_RC112,BIS,WR,RC112_ES112
BIS_CPU,FML_BIS_WRAN_CORE_CPU_RC112,BIS,WR_CN,RC112_ES112
BIS_MEM,FML_BIS_WRAN_CORE_MEM_RC112,BIS,WR_CN,RC112_ES112
BIS_IO,FML_BIS_WRAN_CORE_IO_RC112,BIS,WR_CN,RC112_ES112
BIS_CPU,FML_BIS_WRAN_LTE_CPU_RC112,BIS,WR_LR,RC112_ES112
BIS_MEM,FML_BIS_WRAN_LTE_MEM_RC112,BIS,WR_LR,RC112_ES112
